UID,abn,file_extension,filesize,image_link,index:0,index:1,index:2,index:3,index:4,index:5,index:6,index:7,industry,legal_name,link,linkdown,number_of_emps,reporting_period,state,title,
17107492517:2012-2013,17107492517,DOC, - 58.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Iron Ore Holdings Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-30%2001-04-00%20620597%20Public%20Version%20-%20IOH.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-30%2001-04-00%20620597%20Public%20Version%20-%20IOH.doc,37,2012-2013,Western Australia,Iron Ore Holdings Ltd,
17107492517:2013-2014,17107492517,PDF, - 126.85 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Iron Ore Holdings Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_m0mvojgwg9.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_m0mvojgwg9.pdf,30,2013-2014,WA,Iron Ore Holdings Ltd,
18008852784:2014-2015,18008852784,PDF, - 140.75 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BHP Billiton WAIO Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_1ry7qcxqnt.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_1ry7qcxqnt.pdf,8757,2014-2015,WA,BHP Billiton WAIO Pty Ltd,
18008852784:2015-2016,18008852784,PDF, - 355.98 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BHP Billiton WAIO Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_2ala2z68fo.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_2ala2z68fo.pdf,8612,2015-2016,WA,BHP Billiton WAIO Pty Ltd,
18082271930:2006-2007,18082271930,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Glencore Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-42-00%20430449%20Public%20Version%20-%202007%20EOWA%20XC.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-42-00%20430449%20Public%20Version%20-%202007%20EOWA%20XC.doc,2848,2006-2007,New South Wales,Glencore Coal Pty Limited,
18082271930:2007-2008,18082271930,DOC, - 211 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Glencore Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-52-00%20464100%20Public%20Version%20-%20xstrata.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-52-00%20464100%20Public%20Version%20-%20xstrata.doc,3771,2007-2008,New South Wales,Glencore Coal Pty Limited,
18082271930:2008-2009,18082271930,DOC, - 209 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Glencore Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-30-00%20478934%20Public%20Version%20-%202009%20EOWA%20XC%20Report%2029May09.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-30-00%20478934%20Public%20Version%20-%202009%20EOWA%20XC%20Report%2029May09.doc,4111,2008-2009,New South Wales,Glencore Coal Pty Limited,
18082271930:2009-2010,18082271930,DOC, - 182 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Glencore Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-21-00%20507407%20Public%20Version%20-%20EOWA%20Public_Report_Xstrata%20Coal%20Pty%20Ltd_2010.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-21-00%20507407%20Public%20Version%20-%20EOWA%20Public_Report_Xstrata%20Coal%20Pty%20Ltd_2010.doc,4684,2009-2010,New South Wales,Glencore Coal Pty Limited,
18082271930:2010-2011,18082271930,DOCX, - 63.42 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Glencore Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-56-00%20537126%20Public%20Version%20-%20EOWA%20Public_Report_Xstrata%20Coal%20Pty%20Ltd_2011.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-56-00%20537126%20Public%20Version%20-%20EOWA%20Public_Report_Xstrata%20Coal%20Pty%20Ltd_2011.docx,5499,2010-2011,New South Wales,Glencore Coal Pty Limited,
18082271930:2011-2012,18082271930,DOCX, - 105.54 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Glencore Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-29-00%20570738%20Public%20Version%20-%20EOWA%20Public_Report_Xstrata%20Coal%20Pty%20Ltd_2012%20%283%29.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-29-00%20570738%20Public%20Version%20-%20EOWA%20Public_Report_Xstrata%20Coal%20Pty%20Ltd_2012%20%283%29.docx,6145,2011-2012,New South Wales,Glencore Coal Pty Limited,
18082271930:2012-2013,18082271930,DOCX, - 37.58 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Glencore Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2003-43-00%20612548%20Public%20Version%20-%20Xstrata%20Coal%20Pty%20Ltd-Public_Report_Form_2012-2013_0.doc.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2003-43-00%20612548%20Public%20Version%20-%20Xstrata%20Coal%20Pty%20Ltd-Public_Report_Form_2012-2013_0.doc.docx,6444,2012-2013,New South Wales,Glencore Coal Pty Limited,
18127894893:2010-2011,18127894893,DOC, - 118.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Delta SBD Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-55-00%20540009%20Public%20Version%20-%20Delta.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-55-00%20540009%20Public%20Version%20-%20Delta.doc,371,2010-2011,New South Wales,Delta SBD Limited,
18127894893:2011-2012,18127894893,DOC, - 200.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Delta SBD Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-27-00%20566053%20Public%20Version%20-%20Public_Report_Form%20DeltaSBD%202012%20%28Final%29.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-27-00%20566053%20Public%20Version%20-%20Public_Report_Form%20DeltaSBD%202012%20%28Final%29.doc,532,2011-2012,New South Wales,Delta SBD Limited,
18127894893:2012-2013,18127894893,DOC, - 75 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Delta SBD Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-08-14%2010-43-00%20608675%20Public%20Version%20-%20DeltaSBD%20Limited%20-%202012-12-10-Public_Report_Form_2012-2013_link.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-08-14%2010-43-00%20608675%20Public%20Version%20-%20DeltaSBD%20Limited%20-%202012-12-10-Public_Report_Form_2012-2013_link.doc,550,2012-2013,New South Wales,Delta SBD Limited,
18127894893:2013-2014,18127894893,PDF, - 131.45 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Delta SBD Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_kn8zv2htcb.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_kn8zv2htcb.pdf,458,2013-2014,NSW,Delta SBD Limited,
18127894893:2014-2015,18127894893,PDF, - 130.09 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Delta SBD Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_tjxn9vqaew.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_tjxn9vqaew.pdf,269,2014-2015,NSW,Delta SBD Limited,
18127894893:2015-2016,18127894893,PDF, - 341.61 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Delta SBD Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_wicz5v5lo0.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_wicz5v5lo0.pdf,467,2015-2016,NSW,Delta SBD Limited,
19008143137:2006-2007,19008143137,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Barrick (Australia Pacific) Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-29-00%20429908%20Public%20Version%20-%20Barrick.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-29-00%20429908%20Public%20Version%20-%20Barrick.doc,2382,2006-2007,Western Australia,Barrick (Australia Pacific) Limited,
19008143137:2007-2008,19008143137,DOC, - 422 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Barrick (Australia Pacific) Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-32-00%20464214%20Public%20Version%20-%20EOWA%20Report%202008.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-32-00%20464214%20Public%20Version%20-%20EOWA%20Report%202008.doc,2312,2007-2008,Western Australia,Barrick (Australia Pacific) Limited,
19008143137:2008-2009,19008143137,DOC, - 423 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Barrick (Australia Pacific) Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-15-00%20476768%20Public%20Version%20-%20EOWA%20Report%202009.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-15-00%20476768%20Public%20Version%20-%20EOWA%20Report%202009.doc,2404,2008-2009,Western Australia,Barrick (Australia Pacific) Limited,
19008143137:2009-2010,19008143137,DOC, - 136.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Barrick (Australia Pacific) Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-03-00%20506200%20Public%20Version%20-%20EOWA%20Report%202010%20%283%29.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-03-00%20506200%20Public%20Version%20-%20EOWA%20Report%202010%20%283%29.doc,2208,2009-2010,Western Australia,Barrick (Australia Pacific) Limited,
19008143137:2010-2011,19008143137,DOC, - 420.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Barrick (Australia Pacific) Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-53-00%20536692%20Public%20Version%20-%20Barrick%20Australia%20Pacific%20EOWA%20Report%202011.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-53-00%20536692%20Public%20Version%20-%20Barrick%20Australia%20Pacific%20EOWA%20Report%202011.doc,2205,2010-2011,Western Australia,Barrick (Australia Pacific) Limited,
19008143137:2011-2012,19008143137,DOC, - 105 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Barrick (Australia Pacific) Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-20-00%20560337%20Public%20Version%20-%20eowa%202012.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-20-00%20560337%20Public%20Version%20-%20eowa%202012.doc,2562,2011-2012,Western Australia,Barrick (Australia Pacific) Limited,
19008143137:2012-2013,19008143137,PDF, - 295.31 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Barrick (Australia Pacific) Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-25%2003-23-00%20629755%20Public%20Version%20-%20Public%20Report%20Workplace%20Gender%20Equality.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-25%2003-23-00%20629755%20Public%20Version%20-%20Public%20Report%20Workplace%20Gender%20Equality.pdf,2557,2012-2013,Western Australia,Barrick (Australia Pacific) Limited,
19008143137:2013-2014,19008143137,PDF, - 117.43 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Barrick (Australia Pacific) Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_rjou7yvott.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_rjou7yvott.pdf,478,2013-2014,WA,Barrick (Australia Pacific) Limited,
20000971844:2006-2007,20000971844,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sibelco Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2008-55-00%20427868%20Public%20Version%20-%20Unimin%20Australia%20EOWA%20Report%20Apr%2007.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2008-55-00%20427868%20Public%20Version%20-%20Unimin%20Australia%20EOWA%20Report%20Apr%2007.doc,626,2006-2007,New South Wales,Sibelco Australia Limited,
20000971844:2007-2008,20000971844,DOC, - 180 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sibelco Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-23-00%20457597%20Public%20Version%20-%20Unimin%20Australia%20EOWA%20Report%20May%202008.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-23-00%20457597%20Public%20Version%20-%20Unimin%20Australia%20EOWA%20Report%20May%202008.doc,621,2007-2008,New South Wales,Sibelco Australia Limited,
20000971844:2008-2009,20000971844,DOC, - 283.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sibelco Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-28-00%20478724%20Public%20Version%20-%20Unimin%20Australia%20Limited%20EOWA%20Report%202009.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-28-00%20478724%20Public%20Version%20-%20Unimin%20Australia%20Limited%20EOWA%20Report%202009.doc,665,2008-2009,New South Wales,Sibelco Australia Limited,
20000971844:2009-2010,20000971844,DOC, - 137.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sibelco Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-38-00%20508363%20Public%20Version%20-%20Unimin%20Australia%20Limited%20EOWA%20Report%20May%202010.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-38-00%20508363%20Public%20Version%20-%20Unimin%20Australia%20Limited%20EOWA%20Report%20May%202010.doc,937,2009-2010,New South Wales,Sibelco Australia Limited,
20000971844:2010-2011,20000971844,DOC, - 114.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sibelco Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-34-00%20534988%20Public%20Version%20-%20Sibelco%20Australia.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-34-00%20534988%20Public%20Version%20-%20Sibelco%20Australia.doc,903,2010-2011,New South Wales,Sibelco Australia Limited,
20000971844:2011-2012,20000971844,DOCX, - 55.05 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sibelco Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-23-00%20563324%20Public%20Version%20-%20Sibelco%20Australia%20Limited%20-%20EOWA%20Report%202012.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-23-00%20563324%20Public%20Version%20-%20Sibelco%20Australia%20Limited%20-%20EOWA%20Report%202012.docx,958,2011-2012,New South Wales,Sibelco Australia Limited,
20000971844:2012-2013,20000971844,DOCX, - 37.67 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sibelco Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-01%2001-04-00%20610934%20Public%20Version%20-%20Sibelco%20Australia%20Limited%20Workplace%20Gender%20Equality%20Report%202012%20-%202013.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-01%2001-04-00%20610934%20Public%20Version%20-%20Sibelco%20Australia%20Limited%20Workplace%20Gender%20Equality%20Report%202012%20-%202013.docx,1345,2012-2013,New South Wales,Sibelco Australia Limited,
20000971844:2013-2014,20000971844,PDF, - 132.91 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sibelco Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_jmqrh3zxug.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_jmqrh3zxug.pdf,1227,2013-2014,NSW,Sibelco Australia Limited,
20000971844:2014-2015,20000971844,PDF, - 135.33 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sibelco Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_9qcm9je5w0.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_9qcm9je5w0.pdf,1209,2014-2015,NSW,Sibelco Australia Limited,
20000971844:2015-2016,20000971844,PDF, - 353.45 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sibelco Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ryexvp0z6r.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ryexvp0z6r.pdf,974,2015-2016,NSW,Sibelco Australia Limited,
20004752050:2006-2007,20004752050,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Baker Hughes Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-37-00%20430257%20Public%20Version%20-%202007%20Report.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-37-00%20430257%20Public%20Version%20-%202007%20Report.doc,384,2006-2007,Western Australia,Baker Hughes Australia Pty Ltd,
20004752050:2007-2008,20004752050,DOC, - 108.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Baker Hughes Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-05-00%20456898%20Public%20Version%20-%20Baker%20Hughes%20Australia%20Pty%20Limited%20EOWA%20Report.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-05-00%20456898%20Public%20Version%20-%20Baker%20Hughes%20Australia%20Pty%20Limited%20EOWA%20Report.doc,446,2007-2008,Western Australia,Baker Hughes Australia Pty Ltd,
20004752050:2008-2009,20004752050,DOC, - 229.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Baker Hughes Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-15-00%20476658%20Public%20Version%20-%20EOWA%20Report%20May%202009.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-15-00%20476658%20Public%20Version%20-%20EOWA%20Report%20May%202009.doc,517,2008-2009,Western Australia,Baker Hughes Australia Pty Ltd,
20004752050:2009-2010,20004752050,DOC, - 108 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Baker Hughes Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2006-21-00%20517064%20Public%20Version%20-%20EOWA%20Report%202009-2010%20%284%29.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2006-21-00%20517064%20Public%20Version%20-%20EOWA%20Report%202009-2010%20%284%29.doc,501,2009-2010,Western Australia,Baker Hughes Australia Pty Ltd,
20004752050:2010-2011,20004752050,DOC, - 175.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Baker Hughes Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2011-08-29%2011-07-00%20545463%20Public%20Version%20-%20EOWA%20Report%202010%20-%202011.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2011-08-29%2011-07-00%20545463%20Public%20Version%20-%20EOWA%20Report%202010%20-%202011.doc,,2010-2011,Western Australia,Baker Hughes Australia Pty Ltd,
20004752050:2010-2011-4,20004752050,DOC, - 116.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Baker Hughes Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2008-10-00%20545470%20Public%20Version%20-%202010-2011%20EOWA%20Report%20Baker%20Hughes.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2008-10-00%20545470%20Public%20Version%20-%202010-2011%20EOWA%20Report%20Baker%20Hughes.doc,441,2010-2011,Western Australia,Baker Hughes Australia Pty Ltd,
20004752050:2011-2012,20004752050,DOC, - 103 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Baker Hughes Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-24-00%20564102%20Public%20Version%20-%20EOWA%202012.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-24-00%20564102%20Public%20Version%20-%20EOWA%202012.doc,641,2011-2012,Western Australia,Baker Hughes Australia Pty Ltd,
